,titulo,precio,sinopsis,formato,editor,coleccion,idioma,isbn
136,Visual Complex Analysis: Amazon.es: Tristan Needham: Libros en idiomas extranjeros,"51,51 €","<div> This radical first course on complex analysis brings a beautiful and powerful subject to life by consistently using geometry (not calculation) as the means of explanation. Aimed at undergraduate students in mathematics, physics, and engineering, the book's intuitive explanations, lack of advanced prerequisites, and consciously user-friendly prose style will help students to master the subject more readily than was previously possible. The key to this is the book's use of new geometric arguments in place of the standard calculational ones. These geometric arguments are communicated with the aid of hundreds of diagrams of a standard seldom encountered in mathematical works. A new approach to a classical topic, this work will be of interest to students in mathematics, physics, and engineering, as well as to professionals in these fields.</div>",Tapa blanda: 616 páginas,"Editor: Oxford University Press, USA; Edición: New Ed (18 de febrero de 1999)",Idioma: Inglés,ISBN-10: 0198534469,"Valoración media de los clientes:




5.0 de un máximo de 5 estrellas






      1 opinión de cliente"
137,Thermo-Hydraulics of Nuclear Reactors: Amazon.es: Christopher Earls Brennen: Libros en idiomas extranjeros,"Comprar nuevo



66,75 €","<div> This book provides a concise and up-to-date summary of the essential thermo-hydraulic analyses and design principles of nuclear reactors for electricity generation. Beginning with the basic nuclear physics, it leads through technical and quantitative analyses to descriptions of both the normal operation of the various modern nuclear reactor designs and the analyses of the possible departures from normal operation. It then describes both the postulated accident scenarios and summaries of the causes for the three major nuclear power generation accidents, Three Mile Island, Chernobyl and Fukushima, as well as the major improvements to reactor safety that grew out of those analyses and accidents.</div>",Tapa dura: 160 páginas,Editor: Cambridge University Press (13 de abril de 2016),Idioma: Inglés,ISBN-10: 1107139600,"Valoración media de los clientes:


    Sé el primero en opinar sobre este producto"
138,El libro de la física: Amazon.es: Cliffor A. Pickover: Libros,"18,95 €",,Tapa dura: 527 páginas,Editor: ILUS BOOKS (20 de enero de 2014),Idioma: Español,ISBN-10: 9089981667,"Valoración media de los clientes:




5.0 de un máximo de 5 estrellas






      3 opiniones de clientes"
139,Numerical Modelling in Robotics: Amazon.es: Edgar Alonso Martínez García: Libros en idiomas extranjeros,"46,95 €","<div> Modern robotic systems are tided to operate autonomously in real-world environments performing a variety of complex tasks. Autonomous robots must rely on fundamental capabilities such as locomotion, trajectory tracking control, multi-sensor fusion, task/path planning, navigation, and real-time perception. Combining this knowledge is essential to design rolling, walking, aquatic, and hovering robots that sense and self-control. This book contains a mathematical modelling framework to support the learning of modern robotics and mechatronics, aimed at advanced undergraduates or first-year PhD students, as well as researchers and practitioners. The volume exposes a solid understanding of mathematical methods as a common modelling framework to properly interpret advanced robotic systems. Including numerical approximations, solution of linear and non-linear systems of equations, curves fitting, differentiation and integration of functions. The book is suitable for courses on robotics, mechatronics, sensing models, vehicles design and control, modelling, simulation, and mechanisms analysis. It is organised with 17 chapters divided in five parts that conceptualise classical mechanics to model a wide variety of applied robotics. It comprehends a hover-craft, an amphibious hexapod, self-reconfiguration and under-actuation of rolling and passive walking robots with Hoekens, Klann, and Jansen limbs for bipedal, quadruped, and octapod robots.</div>",Tapa blanda: 464 páginas,Editor: OmniaScience; Edición: 1 (6 de octubre de 2015),Idioma: Inglés,ISBN-10: 8494211889,"Valoración media de los clientes:


    Sé el primero en opinar sobre este producto"
140,"Las ideas que cambiaron el mundo. Relatividad, mecánica cuántica y la revolución tecnológica del siglo XX: Amazon.es: Daniel Farías, Juan Carlos Cuevas: Libros","22,80 €","<div> 'Las ideas que cambiaron el mundo' presenta una introducción amena y dirigida a todos los públicos a la teoría de relatividad, la mecánica cuántica y a la revolución tecnológica que provocaron. Estas dos teorías físicas son monumentos del pensamiento humano que modificaron nuestra visión del mundo y dieron lugar a toda la tecnología moderna que cambió para siempre el mundo en que vivimos. Daniel Farías y Juan Carlos Cuevas nos acercan en este libro a los secretos de estas teorías y nos revelan los numerosos fenómenos que permitieron descubrir y entender. Así, por ejemplo, nos enseñan que el tiempo es relativo, que usted puede permanecer más joven viajando casi a la velocidad de la luz, qué significa la famosa ecuación E = mc2, por qué brilla una estrella, por qué el tiempo depende de la altura a la que nos encontremos, qué tiene que ver el GPS con la relatividad, qué es un agujero negro, por qué es tan importante que se hayan detectado ondas gravitacionales, cuál es el origen del Universo o qué es la energía oscura. La lectura de 'Las ideas que cambiaron el mundo' también le permitirá comprender qué es el entrelazamiento cuántico, cuáles son las implicaciones filosóficas de la mecánica cuántica, qué es el efecto túnel, cómo es posible que algo esté en dos sitios a la vez, por qué se dice que la mecánica cuántica no es determinista, por qué el transistor es el invento del siglo y cómo funciona, cómo la cuántica condujo al invento del láser y del LED, cómo se pueden ver los átomos, o qué es un superconductor y para qué sirve. Sin duda Las ideas que cambiaron el mundo hará que su mundo sea un poco menos misterioso, pero mucho más fascinante. Los autores: DANIEL FARÍAS (Buenos Aires, 1965) es físico experimental, formado en la Universidad de Buenos Aires y en la Universidad Libre de Berlín, donde se doctoró en 1996. Desde 2007 es profesor titular en la Universidad Autónoma de Madrid, donde investiga en diversos temas de Física de la Materia Condensada. / JUAN CARLOS CUEVAS (Medina del Campo, 1970), cursó sus estudios en Ciencias Físicas en la Universidad Autónoma de Madrid (UAM) donde se graduó en 1993 y se doctoró en 1999. Posteriormente, trabajó en el prestigioso Karlsruhe Institute of Technology (Alemania) durante siete años, donde dirigió su propio grupo de investigación. Desde 2007 es profesor titular en la UAM donde continúa su labor investigadora en diversos temas de Física de la Materia Condensada y Nanotecnología, en los que es un referente a nivel mundial.</div>",Tapa blanda: 368 páginas,Editor: BRDAN|#Biblioteca Buridán; Edición: 1 (12 de noviembre de 2018),Colección: Biblioteca Buridan,Idioma: Español,ISBN-13: 978-8417700072
141,Molecular Spectroscopy: Amazon.es: Jeanne L. McHale: Libros en idiomas extranjeros,"70,58 €



                            + EUR 2,99 de gastos de envío
                        ","<div> <p>This textbook offers an introduction to the foundations of spectroscopic methods and provides a bridge between basic concepts and experimental applications in fields as diverse as materials science, biology, solar energy conversion, and environmental science. The author emphasizes the use of time-dependent theory to link the spectral response in the frequency domain to the behavior of molecules in the time domain, strengthened by two brand new chapters on nonlinear optical spectroscopy and time-resolved spectroscopy. Theoretical underpinnings are presented to the extent necessary for readers to understand how to apply spectroscopic tools to their own interests. </p><b><u> </u></b><p></p> <p> </p></div>",Tapa blanda: 475 páginas,Editor: CRC Press; Edición: 2 (14 de julio de 2017),Idioma: Inglés,ISBN-10: 1466586583,"Valoración media de los clientes:


    Sé el primero en opinar sobre este producto"
142,"Handbook of Machining with Grinding Wheels: Amazon.es: Ioan D. Marinescu, Mike P. Hitchiner, Eckart Uhlmann: Libros en idiomas extranjeros","162,63 €



                            + EUR 2,99 de gastos de envío
                        ","<div>   <p>Grinding is a crucial technology that employs specific abrasive processes for the fabrication of advanced products and surfaces. <b>Handbook of Machining with Grinding Wheels, Second Edition </b>highlights important industry developments that can lead to improved part quality, higher productivity, and lower costs. Divided into two parts, the book begins with an explanation of grinding behavior and ends with a focus on new and emerging industrial applications. </p> <p>While the first edition focused on the basics of abrasive machining technology and presented a unified approach to machining with grinding wheels, the second edition<b> </b>ties in the continued need for traditional processes in conjunction with the latest applications. This book<b> </b>highlights new research topics that include: nanotechnology, alternative energy, and additive manufacturing, compares related approaches, and provides numerous references throughout the book.</p> <p>New in the Second Edition:</p> <p></p> <ul> <p> </p><li>Contains the latest information on abrasives, bonds, and dressing</li> <li>Updates classic stability lobes for grinding</li> <li>Introduces a new method for tracking dynamic instability in centerless grinding</li> <li>Provides a section in the chapter on ultrasonic-assisted grinding, which contains recent work on modelling of the process</li> <li>Adds material on fluid cooling </li> <li>Presents experimental results for in-process feedback to the grinding process </li> <li>Includes new examples on grinding machine technology (particularly for dressing)</li> <p></p></ul> <p></p> <p>A single source reference covering every aspect of the grinding process, <b>Handbook of Machining with Grinding Wheels</b> functions as a definitive guide to grinding technology for both practicing engineers and students studying graduate-level courses (such as abrasive machining; grinding R&amp;D; metal removal processes; machining of brittle materials; and principles of cutting).</p> <p>?</p> <p>?</p></div>",Tapa dura: 752 páginas,Editor: CRC Press; Edición: 2 (8 de febrero de 2016),Idioma: Inglés,ISBN-10: 1482206684,"Valoración media de los clientes:


    Sé el primero en opinar sobre este producto"
143,Emmy Noether's Wonderful Theorem: Amazon.es: Dwight E. Neuenschwander: Libros en idiomas extranjeros,"26,40 €","<div> <p>""In the judgment of the most competent living mathematicians, Fräulein Noether was the most significant creative mathematical genius thus far produced since the higher education of women began.""―Albert Einstein</p><p>The year was 1915, and the young mathematician Emmy Noether had just settled into Göttingen University when Albert Einstein visited to lecture on his nearly finished general theory of relativity. Two leading mathematicians of the day, David Hilbert and Felix Klein, dug into the new theory with gusto, but had difficulty reconciling it with what was known about the conservation of energy. Knowing of her expertise in invariance theory, they requested Noether’s help. To solve the problem, she developed a novel theorem, applicable across all of physics, which relates conservation laws to continuous symmetries―one of the most important pieces of mathematical reasoning ever developed.</p><p>Noether’s ""first"" and ""second"" theorem was published in 1918. The first theorem relates symmetries under global spacetime transformations to the conservation of energy and momentum, and symmetry under global gauge transformations to charge conservation. In continuum mechanics and field theories, these conservation laws are expressed as equations of continuity. The second theorem, an extension of the first, allows transformations with local gauge invariance, and the equations of continuity acquire the covariant derivative characteristic of coupled matter-field systems. General relativity, it turns out, exhibits local gauge invariance. Noether’s theorem also laid the foundation for later generations to apply local gauge invariance to theories of elementary particle interactions. </p><p>In Dwight E. Neuenschwander’s new edition of <i>Emmy Noether’s Wonderful Theorem</i>, readers will encounter an updated explanation of Noether’s ""first"" theorem. The discussion of local gauge invariance has been expanded into a detailed presentation of the motivation, proof, and applications of the ""second"" theorem, including Noether’s resolution of concerns about general relativity. Other refinements in the new edition include an enlarged biography of Emmy Noether’s life and work, parallels drawn between the present approach and Noether’s original 1918 paper, and a summary of the logic behind Noether’s theorem.</p></div>",Tapa blanda: 344 páginas,Editor: Johns Hopkins University Press; Edición: revised and updated edition (27 de mayo de 2017),Idioma: Inglés,ISBN-10: 1421422670,"Valoración media de los clientes:




5.0 de un máximo de 5 estrellas






      1 opinión de cliente"
144,LIFE The Moon Landing: 50 Years Later: Amazon.es: The Editors of LIFE: Libros en idiomas extranjeros,"13,51 €","<div> In 1969, when astronaut Neil Armstrong took what he infamously called “a small step for man, a giant leap for mankind,” an extraordinary feat of imagination, engineering, technology, and human grit was realized. ‘Apollo 11’ had landed on the moon, and the world was never the same. Now, the editors at LIFE bring you the special edition ‘The Moon Landing: 50 Years Later.’ The event buoyed America in the space race against the Soviets and renewed the world’s sense of possibility. Begin with a look at the challenging efforts made to design, build, and prepare with the “Before the Moon: A Story in Pictures” chapter. Then revisit “The Journey, The Landing, The Moon.” Finally, travel “To Infinity and Beyond.” This amazing journey into the stars was never a sure thing. Failure on the ground felt imminent; failure after liftoff was all too possible. Still, these pioneers of the cosmos blazed on. Let LIFE’s ‘The Moon Landing: 50 Years Later’ take you back to the men on a mission as Neil Armstrong and Buzz Aldrin prepare for liftoff, encounter what almost went tragically wrong, and explore the landing’s legacy. Plus, the voyages to come. Please note that this product is an authorized edition published by the Meredith Corporation and sold by Amazon. This edition is printed using a high quality matte interior paper and printed on demand for immediate fulfillment.</div>",Revista edición única: 96 páginas,Editor: LIFE (21 de junio de 2019),Idioma: Inglés,ISBN-10: 1547847263,"Valoración media de los clientes:


    Sé el primero en opinar sobre este producto"
145,"Mathematical Methods for Physics and Engineering 3rd Edition Paperback: A Comprehensive Guide: Amazon.es: Riley, Hobson, Bence: Libros en idiomas extranjeros","Comprar nuevo



41,94 €","<div> The third edition of this highly acclaimed undergraduate textbook is suitable for teaching all the mathematics for an undergraduate course in any of the physical sciences. As well as lucid descriptions of all the topics and many worked examples, it contains over 800 exercises. New stand-alone chapters give a systematic account of the 'special functions' of physical science, cover an extended range of practical applications of complex variables, and give an introduction to quantum operators. Further tabulations, of relevance in statistics and numerical integration, have been added. In this edition, half of the exercises are provided with hints and answers and, in a separate manual available to both students and their teachers, complete worked solutions. The remaining exercises have no hints, answers or worked solutions and can be used for unaided homework; full solutions are available to instructors on a password-protected web site, www.cambridge.org/9780521679718.</div>",Tapa blanda: 1359 páginas,Editor: Cambridge University Press; Edición: 3 (23 de marzo de 2006),Idioma: Inglés,ISBN-10: 0521679710,"Valoración media de los clientes:




4.5 de un máximo de 5 estrellas






      2 opiniones de clientes"
146,OPOSICIONES AL CUERPO DE PROFESORES DE ENSEÑANZA SECUNDARIA: Volumen I 206 problemas resueltos de Física: Amazon.es: José Miguel Ayensa: Libros,"24,99 €","<div> 206 Problemas resueltos de Física destinados a la preparación de Oposiciones al Cuerpo de Profesores de Enseñanza Secundaria. Este libro de problemas resueltos de Física constituye el volumen I revisado de la obra completa. Está dirigido a los titulados que preparan oposiciones al Cuerpo de Enseñanza Secundaria de la especialidad de Física y Química. El libro constituye una ayuda inestimable tanto para el opositor que se prepare de forma autónoma a las pruebas de selección, como para el opositor cuya preparación se apoya en un centro especializado. Se ha procurado que la extensión de cada tema sea similar, aunque se ha aumentado en aquellos en que se observa una mayor frecuencia en los exámenes de oposiciones. En coherencia con la citada frecuencia, la Física se ha dividido la Mecánica en Cinemática y Dinámica del punto, Dinámica de sistemas de partículas y Dinámica de rotación del sólido rígido. También se ha distinguido en electromagnetismo, Campo electromagnético, Inducción electromagnética y Corriente continua y alterna. En cada tema se ha seleccionado la información teórica mínima más relevante e imprescindible para la resolución de problemas. A continuación, se han propuesto unos pocos ejercicios, también resueltos, de menor nivel y calado, bajo el epígrafe “Problemas elementales (para entrenarse)”, que tienen el propósito de introducir al opositor en la materia del tema; y que han de ser resueltos por el lector sin dificultad, antes de adentrase en los problemas contenidos bajo el epígrafe “Problemas tipo”. En éstos, se incluyen problemas propuestos en diferentes convocatorias de distintas comunidades autónomas, además de otros problemas cuyo nivel y contenido es semejante al de los problemas de oposiciones. Los opositores de Física y Química no tienen, en general, la misma preparación inicial en las dos disciplinas, dado que a lo largo de sus estudios han tenido un aprendizaje más completo en la parte de Física o en la parte de Química, de acuerdo con su titulación universitaria. Por ello, se ha dividido la obra en dos volúmenes independientes, de modo que el opositor pueda adquirir una u otra (o ambas) a voluntad, de acuerdo con su preparación previa. Se ha tenido en cuenta las dificultades que puede encontrar el lector que posea menor experiencia en la resolución de problemas de la disciplina que domina menos. En la resolución de los problemas se ha seguido una metodología acorde con la científica y siempre se han tenido en cuenta los aspectos didácticos relevantes. Habitualmente se comienza por un planteamiento cualitativo del problema y la magnitud física buscada, así como las magnitudes que intervienen para, a continuación, proponer una estrategia de resolución y finalmente analizar el resultado e indicar la exploración de otras vías de solución. En cada ejercicio se ha incluido la solución al final del enunciado, con el propósito de permitir al lector que intente resolverlos sin apoyarse de antemano en la resolución detallada que figura en el libro. Conviene señalar, a título de sugerencia, que el lector debería abordar el problema a su manera y solamente después de intentar su resolución sin éxito, consultar la respuesta que se propone en este libro.</div>",Tapa blanda: 208 páginas,Editor: Independently published (10 de enero de 2018),Colección: OPOSICIONES AL CUERPO DE  PROFESORES DE ENSEÑANZA SECUNDARIA,Idioma: Español,ISBN-13: 978-1976859557
147,"Gravitation: Amazon.es: Charles W. Misner, Kip S. Thorne, John Archibald Wheeler: Libros en idiomas extranjeros","40,23 €



                            + EUR 5,98 de gastos de envío
                        ","<div> First published in 1973, Gravitation is a landmark graduate-level textbook that presents Einstein's general theory of relativity and offers a rigorous, full-year course on the physics of gravitation. Upon publication, Science called it ""a pedagogic masterpiece,"" and it has since become a classic, considered essential reading for every serious student and researcher in the field of relativity. This authoritative text has shaped the research of generations of physicists and astronomers, and the book continues to influence the way experts think about the subject. With an emphasis on geometric interpretation, this masterful and comprehensive book introduces the theory of relativity; describes physical applications, from stars to black holes and gravitational waves; and portrays the field's frontiers. The book also offers a unique, alternating, two-track pathway through the subject. Material focusing on basic physical ideas is designated as Track 1 and formulates an appropriate one-semester graduate-level course. The remaining Track 2 material provides a wealth of advanced topics instructors can draw on for a two-semester course, with Track 1 sections serving as prerequisites. This must-have reference for students and scholars of relativity includes a new preface by David Kaiser, reflecting on the history of the book's publication and reception, and a new introduction by Charles Misner and Kip Thorne, discussing exciting developments in the field since the book's original publication. * The book teaches students to:* Grasp the laws of physics in flat and curved spacetime* Predict orders of magnitude* Calculate using the principal tools of modern geometry* Understand Einstein's geometric framework for physics* Explore applications, including neutron stars, Schwarzschild and Kerr black holes, gravitational collapse, gravitational waves, cosmology, and so much more</div>",Tapa dura: 1280 páginas,Editor: Princeton Univers. Press (10 de octubre de 2017),Idioma: Inglés,ISBN-10: 9780691177793,ASIN: 0691177791
148,"Física Teórica. Mecánica: Volume 1 Física teórica de Landau: Amazon.es: L. D. Landau, E. M. Lifshitz, V. B. Berestetskii, L. P. Pitaevskii: Libros","26,18 €","<div> Este primer tomo del Curso de Física teórica está dedicado naturalmente a los fundamentos del tema, es decir a la Mecánica clásica newtoniana y contiene los problemas fundamentales de la Mecánica teórica: ecuaciones del movimiento del sólido y ecuaciones canónicas, y aborda los problemas clásicos de la teoría de los choques, así como la teoría de las pequeñas oscilaciones lineales y no lineales.</div>",Tapa blanda: 208 páginas,Editor: Editorial Reverte; Edición: 2 (28 de noviembre de 2005),Colección: Física teórica de Landau,Idioma: Español,ISBN-13: 978-8429140811
149,Física #BertoBlog: Pruebas de Acceso a la Universidad de la Comunidad Valenciana: Amazon.es: Juan Bertomeu Ferrer: Libros,"21,75 €","<div> Física. Exámenes resueltos y explicados de las pruebas de acceso a la universidad de la Comunidad Valenciana. Años 2010-2019.Con este material podrás estudiar a lo largo de todo el curso cada uno de los bloques temáticos de la asignatura (encontrarás los enunciados agrupados por bloques en #BertoBlog) y preparar las pruebas de acceso a la universidad. Es muy aconsejable disponer de todo esto en papel para no tener que estar dependiendo del móvil/tablet con las distracciones que eso te conlleva y adquiriendo el libro estarás colaborando conmigo y con el trabajo que hago. Se ha mejorado la impresión y el tamaño de los libros en relación a ediciones anteriores, además de añadir los enunciados (sin solución) de las convocatorias de años anteriores al 2010.</div>",Tapa blanda: 326 páginas,Editor: Independently published (17 de julio de 2019),Idioma: Español,ISBN-10: 1080921699,"Valoración media de los clientes:


    Sé el primero en opinar sobre este producto"
150,"Termodinámica (Manuales): Amazon.es: Cristóbal Fernández Pineda, Santiago Velasco Maíllo: Libros","33,25 €","<div> No es un libro de texto al uso que responda a un programa de un determinado plan de estudios, más bien con sus contenidos se pueden confeccionar e impartir, eligiéndolos adecuadamente, programas distintos y variados, desde un nivel introductorio a un nivel más avanzado. La estructura de los capítulos sigue una metodología que comprende unos contenidos principales y unos complementos. En el texto principal se exponen y desarrollan las que consideramos partes básicas del capítulo, mientras que en los complementos aparecen aquellas partes, no de menor importancia, que completan o muestran versiones alternativas al texto principal.</div>",Tapa blanda: 808 páginas,Editor: Editorial Universitaria Ramón Areces; Edición: 1 (17 de septiembre de 2009),Colección: Manuales,Idioma: Español,ISBN-13: 978-8480049498
151,La Fisica en Problemas: Amazon.es: Felix A. gonzalez gonzalez: Libros,"23,95 €



                            + EUR 5,90 de gastos de envío
                        ",,Tapa blanda: 624 páginas,Editor: Herso  Herreros y Socios S.L.; Edición: 1 (1 de septiembre de 2016),Idioma: Español,ISBN-10: 8494584162,"Valoración media de los clientes:




5.0 de un máximo de 5 estrellas






      2 opiniones de clientes"
152,El LHC y la frontera de la física: El camino a la teoría del todo ¿Qué sabemos de?: Amazon.es: Alberto Casas González: Libros,"11,40 €","<div> Diez años después de la primera edición de este libro, Alberto Casas actualiza y amplía este viaje fascinante por la ciencia básica y por la física fundamental. Realiza un sugerente recorrido por la historia de las ideas más importantes en las que se basa nuestra comprensión actual de la naturaleza y expone las preguntas aún sin respuesta, hasta llegar a la frontera actual de la física y lo que puede haber más allá de la misma. ¿Qué es y para qué sirve el LHC? ¿Entraña algún peligro para el planeta? “Con mano firme, y excelente prosa, el autor les conduce, a través de una exposición magistral, por los logros de la física moderna: la teoría de la relatividad, la mecánica cuántica, la física de partículas, la cosmología moderna. Con sus luces y sus sombras. Descubrirán los interrogantes que obsesionan y fascinan a miles de científicos en la búsqueda de las leyes que rigen el funcionamiento del universo; y por qué el LHC es un eslabón fundamental para encontrar respuestas a preguntas que ponen en cuestión nuestra propia existencia [… el libro] es una miniatura maestra”. Luis Álvarez-Gaumé, director de la División Teórica del CERN</div>",Tapa blanda: 144 páginas,Editor: Los Libros de la Catarata; Edición: 1 (14 de febrero de 2019),Colección: ¿Qué sabemos de?,Idioma: Español,ISBN-13: 978-8490976432
153,"El enigma cuántico: La física, al encuentro de la conciencia Metatemas: Amazon.es: Fred Kuttner, Bruce Rosenblum: Libros","Comprar nuevo



18,05 €","<div> Nacida en los años veinte del siglo pasado para explicar el mecanismo que rige el comportamiento de los átomos, la teoría cuántica ha sido sorprendentemente exitosa: ninguna de sus predicciones ha resultado falsa y ningún científico la pone en cuestión. Además, la mecánica cuántica ha revolucionado nuestro mundo cotidiano y ha propiciado asombrosos avances tecnológicos. Sin embargo, algunas de sus conclusiones –como la afirmación de la interdependencia entre la realidad del mundo exterior y su observación experimental, o la idea de que un objeto puede estar en dos o más sitios al mismo tiempo– constituyen un enigma que cuestiona nuestras intuiciones en torno a la realidad y la conciencia y que acercan esta teoría a la filosofía y el misticismo.Los físicos Rosenblum y Kuttner exponen con claridad y sin tecnicismos el desarrollo histórico de esta teoría, relatan fascinantes historias y anécdotas sobre los científicos involucrados en ella y exploran la paradójica idea de que la conciencia afecta a los fenómenos físicos. el enigma cuántico, en definitiva, ofrece una amena aproximación a un misterio que obsesiona a los físicos desde hace ocho décadas.</div>",Tapa blanda: 264 páginas,Editor: Tusquets Editores S.A.; Edición: Translation (1 de junio de 2010),Colección: Metatemas,Idioma: Español,ISBN-13: 978-8483832448
154,"Group Theory In Physics: Problems And Solutions: Amazon.es: Wu-Ki Tung, Michael Aivazis: Libros en idiomas extranjeros","17,97 €",<div> This solutions booklet is a supplement to the text book 'Group Theory in Physics' by Wu-Ki Tung. It will be useful to lecturers and students taking the subject as detailed solutions are given.</div>,Tapa blanda: 124 páginas,Editor: World Scientific Publishing Co Pte Ltd (1 de junio de 1991),Idioma: Inglés,ISBN-10: 9810204868,"Valoración media de los clientes:


    Sé el primero en opinar sobre este producto"
155,Parallel Worlds: The Science of Alternative Universes and Our Future in the Cosmos: Amazon.es: Michio Kaku: Libros en idiomas extranjeros,"11,32 €","<div> <p><b> From the bestselling author of <i>Physics of the Impossible</i>, Michio Kaku's <i>Parallel Worlds</i> takes us to the frontiers of scientific knowledge to explain the extraordinary nature - and future - of our universe.</b></p><p> Imagine a future where we are not alone - where our universe is just one of countless parallel worlds, some strangely familiar, some almost unimaginable. And that, when planet earth finally runs down to a cold, dark wasteland, we will be able to escape into these new worlds and start again.</p><p> Michio Kaku's thrilling guide to the galaxy shows us how it could happen sooner than we think - and the future for intelligent life is one of endless possibilities.</p><p> 'This book is absolutely impossible to put down ... if and when we do find out what the universe is, and how it was created, it's going to be absolutely mind-blowing' <br/>  <i>Independent on Sunday</i></p><p> 'One of the gurus of modern physics' <br/>  <i>Financial Times</i></p><p> 'An exhilarating read ... nobody who reads this book can be anything less than amazed by the possibilities it presents' <br/>  <i>Scotland on Sunday</i></p><p> 'The journey he takes the reader on is so picturesque and the conclusions so startling that you are gripped' <br/>  <i>Sunday Telegraph</i></p><p> <b>Michio Kaku </b>is a leading theoretical physicist and one of the founders of string theory, widely regarded as the strongest candidate for the 'theory of everything'. He is also one of the most gifted popularizers of science of his generation. His books published by Penguin include <i>Parallel Worlds</i>, <i>The Physics of the Future </i>and <i>The Physics of the Impossible</i>. He holds the Henry Semat Professorship in Theoretical Physics at the City University of New York, where he has taught for over twenty-five years.</p></div>",Tapa blanda: 448 páginas,Editor: Penguin (26 de enero de 2006),Idioma: Inglés,ISBN-10: 9780141014630,ASIN: 0141014636
156,"Physics of the Impossible: A Scientific Exploration of the World of Phasers, Force Fields, Teleportation and Time Travel Idioma Inglés: Amazon.es: Michio Kaku: Libros en idiomas extranjeros","Comprar nuevo



10,62 €","<div> <p><b>From cyborgs, starships, UFOs, aliens and antimatter to telepathy, invisibility, psychokinesis and precognition, Michio Kaku's <i>Physics of the Impossible</i> is an exciting look at how science fiction could soon become science fact.</b></p><p> Albert Einstein said, 'If at first an idea does not sound absurd, there is no hope for it.' <i>Physics of the Impossible</i> shows how our most far-fetched ideas today - from <i>Star Trek's </i>phasers and teleportation to time travel as envisioned by <i>Back to the Future </i>- are destined to become tomorrow's reality.</p><p> Michio Kaku, bestselling science author and one of the world's most acclaimed physicists, looks at the technologies of the future and explains what's just around the corner, what we might have to wait a few millennia to get our hands on and how surprisingly little of it is truly impossible.</p><p> 'A brilliant, provocative, freewheeling tour around the exotic shores of physics'<br/>  <i>Independent</i></p><p> 'A rich compendium of jaw-dropping reality checks' <br/>  <i>The Times</i></p><p> 'One of the world's most distinguished physicists ... takes the reader on a journey to the frontiers of science and beyond' <br/>  <i>Guardian</i></p><p> 'After reading Kaku's boundless enthusiasm for the future, what you wouldn't give for a real-life time machine to travel forwards and see just how accurate his predictions are' <br/>  <i>Sunday Telegraph</i></p><p> <b>Michio Kaku </b>is a leading theoretical physicist and one of the founders of string theory, widely regarded as the strongest candidate for the 'theory of everything'. He is also one of the most gifted popularizers of science of his generation. His books published by Penguin include <i>Parallel Worlds</i>, <i>The Physics of the Future </i>and <i>The Physics of the Impossible</i>. He holds the Henry Semat Professorship in Theoretical Physics at the City University of New York, where he has taught for over twenty-five years.</p>. NOTA: El libro no está en español, sino en inglés.</div>",Tapa blanda: 352 páginas,Editor: Penguin; Edición: 01 (28 de mayo de 2009),Idioma: Inglés,ISBN-10: 0141030909,"Valoración media de los clientes:




4.5 de un máximo de 5 estrellas






      2 opiniones de clientes"
157,400 Ejercicios Resueltos de Física Universitaria: Práctico para alumnos y profesores: Amazon.es: Gregorio Chenlo Romero: Libros,"25,95 €","<div> Excelente manual práctico y de auto ayuda, con ejercicios reales para la inmensa mayoría de las materias impartidas en la asignatura de Física, incluida en el 1er curso de las Carreras Universitarias en las Facultades de Ciencias y en las que ésta es fundamental: Física, Química, Biología, Geología, Matemáticas, Ingenierías, etc. Con el uso de este libro el lector o alumno consolida sus conocimientos de las materias y adquiere soltura y confianza para enfrentarse a problemas similares en este nivel. También es muy útil como referencia o como recopilatorio de ejercicios para usar en una clase, tanto por parte del alumno como del profesor. Incluye 400 ejercicios con sus planteamientos, datos, esquemas, diagramas y soluciones detalladas, paso a paso y con explicaciones suficientes para el seguimiento adecuado por parte del lector o alumno. Los ejercicios se introducen a medida que avanza el curso, reiterando diversos ejemplos de la misma materia y con complejidad incremental. Estos ejercicios se completan con docenas de otros ejercicios similares y sin solución detallada, para que el lector o alumno ejercite la teoría recibida en el aula. Finalmente se incluyen también docenas de ejercicios planteados en exámenes reales en las Facultades citadas. Todos los ejercicios se agrupan por materias relacionadas con la Física Clásica no Relativista del primer curso universitario: Cálculo Vectorial, Campos, Mecánica Clásica, Movimiento Ondulatorio, Fuerzas Centrales, Gravitación, Elasticidad, Fluidos, Termometría, Calorimetría, Termodinámica, Campo Eléctrico y Magnético, Corriente Continua y Alterna, etc. Más información en: gregochenlo.blogspot.com</div>",Tapa blanda: 432 páginas,Editor: Independently published (4 de septiembre de 2019),Idioma: Español,ISBN-10: 1073642356,"Valoración media de los clientes:




5.0 de un máximo de 5 estrellas






      1 opinión de cliente"
